17,20
1,1
13,11
1,2
12,11
17,12
1,2
23,18
15,22
1,2
19,13
11,12
11,8
12,16
7,7
21,29
15,18
17,23
9,8
18,21
5,6
1,1
25,34
6,8
14,8
13,8
7,7
17,17
5,5
19,16
21,16
11,7
15,20
15,14
1,1
23,18
7,7
13,8
4,4
15,16
25,30
7,6
23,29
15,11
25,17
17,24
16,15
21,31
6,9
14,10
7,10
21,21
4,4
21,30
23,26
10,14
22,16
8,6
25,18
6,8
6,6
10,14
11,6
16,22
15,16
22,16
19,18
8,6
22,29
2,3
24,29
8,8
20,26
2,2
3,4
25,14
18,23
24,33
12,18
1,1
16,24
8,7
18,13
5,5
23,16
8,6
3,4
23,25
3,5
2,3
25,18
20,29
14,19
13,20
13,13
17,24
20,30
1,2
10,15
17,19
