90,63
42,115
40,134
81,51
24,112
59,95
66,36
4,99
91,91
15,77
64,34
98,27
57,62
94,121
10,136
36,3
75,3
54,7
17,34
25,84
18,61
53,74
67,109
51,41
74,60
65,105
20,17
31,101
44,37
20,148
95,1
25,51
39,86
89,96
71,150
50,102
36,88
34,35
70,73
51,127
91,101
7,105
26,100
83,96
72,130
61,139
3,40
61,26
17,29
11,16
84,130
57,112
91,145
34,92
78,11
98,143
74,53
8,42
94,83
8,108
75,38
93,126
40,86
66,15
98,25
8,76
38,62
1,7
10,49
80,45
34,32
87,96
89,98
19,102
19,50
24,92
12,59
36,89
94,110
35,51
32,36
63,92
1,71
58,49
35,5
19,92
76,118
39,81
39,43
95,112
39,147
91,98
93,69
40,149
6,62
11,56
98,69
99,15
59,38
64,63
8,130
34,25
15,95
86,50
100,124
21,98
79,91
96,51
33,147
69,82
8,88
28,140
92,122
64,46
81,45
96,20
65,80
67,78
64,112
51,45
61,9
100,35
21,69
59,56
51,97
77,91
57,15
35,75
60,61
25,51
100,84
54,106
87,12
1,38
95,66
70,88
48,60
94,4
60,6
73,70
23,40
80,24
53,53
57,83
19,25
93,36
51,26
30,8
53,43
37,19
46,51
43,11
95,28
13,26
17,49
91,83
68,117
12,111
76,57
18,79
51,68
7,118
51,70
9,46
10,133
50,46
68,91
2,134
84,110
22,53
22,60
40,131
26,57
56,109
6,85
30,23
12,127
62,1
28,97
57,73
11,124
8,42
83,91
88,11
77,33
91,5
17,125
31,17
7,30
53,20
91,54
25,81
60,51
20,125
99,2
62,29
17,110
25,60
33,18
5,98
50,74
96,126
66,40
100,43
54,77
94,12
13,65
58,112
58,81
69,74
42,7
9,114
61,108
87,65
58,137
79,142
16,131
64,63
41,62
88,50
35,137
30,73
8,82
7,111
16,76
83,119
44,84
25,69
41,30
24,142
41,84
71,95
73,149
93,38
80,24
35,25
67,54
14,76
76,91
69,9
66,19
28,11
9,150
52,90
63,27
2,31
18,140
93,119
21,100
76,12
62,123
95,150
17,99
13,12
42,112
71,120
52,27
30,42
29,95
55,110
48,50
63,93
15,21
100,111
43,53
30,14
85,92
45,126
18,43
91,66
88,67
19,134
48,34
69,149
64,98
52,86
13,4
60,44
20,50
86,5
67,58
65,10
45,92
95,136
74,69
10,150
73,16
86,6
15,110
14,139
45,1
11,117
84,109
97,124
1,24
65,128
43,133
78,74
80,18
45,130
28,118
26,27
56,77
85,3
18,85
15,70
20,141
58,100
29,131
23,108
65,19
90,88
82,38
58,127
34,55
25,4
29,41
65,100
75,139
23,49
88,143
66,67
1,27
66,74
31,17
21,140
90,110
23,23
89,102
36,46
94,1
69,121
32,19
18,139
29,137
92,54
65,136
84,105
48,69
58,96
60,13
55,34
16,48
14,84
5,75
79,11
57,138
39,132
27,128
13,133
1,110
21,59
20,129
29,149
89,80
68,65
11,109
72,129
47,69
65,1
99,93
88,119
14,128
79,109
52,145
43,94
33,103
64,130
88,23
3,46
3,22
67,79
82,53
97,127
21,80
42,122
20,19
90,59
86,63
26,52
7,85
48,139
11,9
11,63
10,128
99,47
43,53
98,127
95,54
98,117
89,142
52,148
56,92
43,31
79,37
2,70
90,103
24,71
67,112
43,115
26,82
76,55
55,15
39,128
15,8
45,75
45,73
46,19
5,74
38,74
64,135
64,128
84,79
43,112
12,76
18,31
94,32
53,52
19,24
45,69
24,86
6,111
80,77
2,62
23,17
43,28
37,140
13,54
92,136
53,4
68,97
74,97
88,37
57,35
96,17
94,134
5,138
26,10
84,135
6,49
51,2
52,1
9,150
84,1
9,26
44,43
64,63
78,89
84,63
86,84
95,119
46,18
18,81
14,68
68,10
52,3
86,30
53,100
13,110
56,133
41,85
15,118
69,99
26,95
15,101
24,63
4,74
38,108
56,60
84,82
87,58
33,4
66,62
43,66
90,17
47,16
86,147
16,58
65,101
44,78
29,76
31,1
83,15
99,55
82,121
11,110
90,2
3,4
24,18
13,41
23,124
74,6
21,20
56,9
35,150
8,134
96,48
27,54
8,49
20,84
43,10
62,14
1,110
21,127
96,19
16,79
55,25
30,69
78,41
80,105
54,139
3,124
74,34
78,88
75,100
95,137
93,86
85,25
21,97
4,72
93,107
11,33
85,83
35,120
3,121
59,121
53,75
2,76
5,119
36,117
96,94
10,44
18,37
61,146
32,19
26,20
24,49
78,124
82,121
98,28
88,148
56,142
8,22
39,64
56,52
13,63
29,39
53,46
62,123
4,91
95,58
48,136
56,69
57,31
73,29
69,36
82,27
91,147
7,24
21,6
87,27
42,146
1,126
86,148
81,71
22,1
77,57
24,74
51,99
39,94
58,27
70,55
67,133
61,16
35,82
24,69
61,150
74,116
97,76
90,108
61,88
41,39
99,102
48,65
95,63
48,63
77,88
47,103
49,8
31,19
24,113
64,39
24,113
40,116
64,71
53,1
76,102
3,148
78,67
39,149
41,26
17,140
8,123
70,4
54,9
29,139
20,116
49,129
96,22
2,35
29,106
80,72
90,71
66,14
57,73
91,7
67,48
72,10
59,106
19,64
7,56
24,88
19,90
81,149
20,25
4,95
43,24
71,106
38,104
4,91
17,90
47,8
15,37
26,132
6,64
28,37
97,90
17,137
47,32
30,45
67,100
91,60
45,42
62,77
62,2
69,134
67,87
26,70
92,28
44,141
35,140
94,116
90,119
67,125
99,120
24,26
40,112
94,75
70,10
61,131
63,112
27,7
74,58
58,58
34,106
100,43
78,54
96,111
74,20
51,99
61,119
53,123
78,78
50,139
64,115
77,128
59,86
31,90
67,134
4,77
21,43
49,43
81,144
40,7
80,31
77,86
56,143
27,126
23,68
28,34
89,99
75,87
95,23
70,31
5,54
7,127
10,150
45,49
31,37
2,123
12,69
14,65
100,30
29,95
31,71
38,34
63,122
63,84
54,137
35,98
26,30
100,66
14,139
47,85
51,141
54,148
44,69
11,65
53,48
59,112
86,10
90,87
98,128
23,44
37,135
80,59
90,55
56,139
47,105
30,11
73,109
14,56
94,59
79,25
71,30
4,34
33,90
80,29
30,62
46,44
71,27
20,92
15,23
9,11
90,28
97,125
2,78
2,21
94,80
65,89
6,9
59,26
87,86
7,46
58,55
63,8
24,1
37,83
53,79
23,118
31,109
27,78
24,31
21,122
59,99
27,115
77,131
24,98
59,5
75,86
9,118
50,80
56,138
60,3
16,70
61,62
31,130
28,51
79,11
94,100
38,38
72,138
11,130
29,55
78,107
97,75
79,98
70,79
23,111
97,48
61,29
66,18
5,128
46,135
60,134
87,78
10,13
21,125
7,87
43,104
63,35
24,67
51,17
63,98
17,113
12,8
11,94
6,28
60,91
87,38
41,59
78,133
85,67
41,105
46,130
47,98
31,42
69,57
95,33
62,141
23,122
73,126
79,123
42,71
3,3
24,69
71,27
29,36
46,54
60,10
71,140
20,46
29,70
75,125
94,102
24,58
99,140
3,90
67,140
11,5
3,141
67,65
64,1
95,20
100,68
93,90
62,83
24,45
61,65
56,48
8,87
54,54
79,128
48,117
16,103
58,79
26,85
4,116
27,116
67,43
53,93
85,73
76,96
77,66
70,110
99,35
39,118
97,68
40,48
65,118
54,25
98,46
88,60
35,8
52,70
4,127
76,41
80,69
74,9
61,23
9,5
9,63
70,52
15,71
61,88
38,142
13,134
76,54
64,81
61,54
30,108
93,35
70,23
48,18
99,76
72,52
72,75
70,76
9,85
61,80
26,132
45,140
10,14
72,131
52,67
82,30
45,37
86,56
11,128
73,83
88,5
49,15
88,4
24,94
20,37
28,12
94,12
11,63
28,150
14,92
43,91
60,82
69,78
90,71
65,50
40,36
84,9
67,34
40,53
6,11
86,15
68,41
17,112
27,56
14,66
10,17
71,18
13,41
44,142
42,54
13,116
99,130
85,7
24,132
42,133
3,139
94,11
76,51
93,50
38,142
26,79
33,31
24,43
53,109
94,59
79,68
94,106
94,13
12,123
43,19
51,58
96,39
42,27
18,96
37,118
35,16
57,71
11,91
45,117
64,85
52,78
95,4
10,86
99,35
14,100
23,17
91,38
44,130
57,12
79,9
11,134
36,23
5,103
89,70
61,51
65,51
19,129
61,149
45,141
16,127
19,142
51,105
57,36
20,47
4,36
4,55
99,87
46,95
16,120
98,63
69,79
64,120
2,134
93,8
65,68
43,95
92,143
88,25
39,100
59,122
49,86
44,55
31,42
35,92
40,147
84,98
97,111
16,100
32,107
68,102
32,23
67,88
82,61
45,7
71,45
25,75
21,25
94,18
10,41
50,112
55,48
66,101
62,116
67,28
80,33
85,102
99,137
50,50
91,128
55,135
84,46
91,16
73,51
44,121
81,6
58,7
22,141
14,1
50,150
97,7
74,41
26,74
46,86
52,46
67,91
21,36
72,90
91,37
41,83
95,43
34,130
38,113
65,121
47,8
78,75
84,137
89,77
17,85
6,64
66,25
83,21
14,30
84,50
33,92
3,134
60,142
6,102
71,131
89,75
85,98
11,70
53,26
77,45
35,32
44,52
19,148
91,118
47,30
73,28
93,47
48,129
2,133
91,134
86,32
81,44
68,84
58,1
6,54
61,146
44,81
99,18
18,103
71,93
5,41
22,77
15,107
58,80
18,38
45,98
27,132
44,22
41,22
67,96
41,136
73,16
59,115
75,58
33,54
69,50
18,43
85,88
100,44
16,146
98,7
83,122
91,144
70,84
11,127
71,5
2,11
22,22
55,17
93,57
97,29
21,124
57,18
48,148
3,128
15,18
100,105
66,54
8,138
20,95
7,29
29,74
65,98
32,17
8,106
4,132
37,116
2,119
85,1
25,120
49,108
54,38
70,89
4,49
41,129
7,96
92,45
32,116
91,108
18,138
80,54
91,49
82,41
75,33
69,131
52,12
68,61
14,52
66,5
80,9
62,149
71,34
64,61
97,12
46,36
89,19
84,49
100,20
81,31
44,64
85,123
64,81
34,149
96,78
16,146
12,132
93,18
31,122
66,103
69,62
31,101
77,68
99,59
25,53
41,2
54,68
60,56
21,119
36,25
89,97
45,67
93,73
13,2
21,107
2,28
48,19
52,5
12,26
6,29
55,143
75,92
12,22
44,100
29,83
91,78
46,75
81,7
97,130
76,42
33,148
19,80
34,33
54,62
94,85
27,6
74,25
62,140
90,126
34,117
6,70
73,99
81,76
73,147
33,71
7,38
43,117
87,86
77,33
28,135
61,4
73,108
29,131
78,45
88,131
16,20
53,147
23,129
26,80
73,126
49,84
9,70
50,2
62,144
30,7
17,102
57,67
17,5
74,2
37,140
73,65
10,69
33,142
73,67
56,2
32,36
49,66
41,8
94,41
23,42
26,124
1,125
71,72
57,14
81,30
13,38
17,120
12,9
46,96
14,83
29,26
41,43
74,139
19,20
4,18
10,70
79,13
68,136
43,40
75,128
38,96
64,55
89,10
8,104
33,53
60,46
14,101
100,13
43,109
10,118
29,65
6,105
10,99
47,12
13,32
63,29
89,44
18,98
54,7
40,101
86,76
81,103
53,120
34,17
10,89
49,106
17,146
57,143
59,142
27,35
61,150
57,18
73,61
42,126
50,52
55,57
34,65
94,118
63,56
18,46
33,54
99,80
74,139
3,138
73,34
7,90
79,26
7,128
94,104
97,18
39,75
61,113
5,16
38,111
4,117
33,33
77,144
91,37
2,5
39,120
38,75
12,42
28,144
60,25
37,12
85,140
41,9
93,125
75,36
49,95
56,44
89,143
90,129
83,124
27,124
85,136
31,26
74,133
39,50
48,14
51,32
38,144
93,60
82,107
4,12
50,117
55,114
25,14
62,24
38,64
13,117
90,82
24,142
63,35
33,6
45,63
76,61
13,52
92,139
3,76
5,18
80,29
33,10
37,84
94,97
28,34
96,9
96,109
32,125
73,148
78,88
39,150
63,13
2,22
63,135
18,104
14,132
38,2
99,107
22,27
59,10
31,102
77,33
46,106
45,61
4,14
20,7
74,70
74,120
57,37
5,33
94,6
48,87
10,13
68,143
74,91
62,83
40,107
29,108
23,62
63,48
71,34
87,13
50,14
15,138
28,29
15,146
13,55
14,40
21,29
13,57
3,74
67,65
47,98
65,4
